,serial_number,uuid,organization_id,doorway_id,doorway_name,sensor_type,kind,hardware_model,is_virtual,status,last_heartbeat,current_disposition,network_addresses,firmware_version,created_at,updated_at,latest_config_change.id,latest_config_change.current_state,latest_config_change.config_version,latest_config_change.set_config_command_id,latest_config_change.completed_at,latest_config_change.created_at,latest_config_change.updated_at
240,B2EXG002,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:55.180Z,Unavailable,"[{'if': 'eth0', 'mac': '38:81:d7:cb:6d:e0', 'family': 'ipv4', 'address': '192.168.0.212'}, {'if': 'eth0', 'mac': '38:81:d7:cb:6d:e0', 'family': 'ipv6', 'address': 'fe80::3a81:d7ff:fecb:6de0%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:54.187Z,2022-01-26T17:40:55.183Z,scg_1007986512156951117,COMPLETE,3,cmd_1007986512156951118,2021-12-17T12:19:46.727505,2021-12-17T12:18:32.005000,2021-12-17T12:19:46.729000
241,B2EXG003,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:44.965Z,Unavailable,"[{'if': 'eth0', 'mac': 'b0:7e:11:4f:b1:36', 'family': 'ipv4', 'address': '192.168.0.198'}, {'if': 'eth0', 'mac': 'b0:7e:11:4f:b1:36', 'family': 'ipv6', 'address': 'fe80::b27e:11ff:fe4f:b136%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:19.739Z,2022-01-26T17:40:44.973Z,scg_1007986513230692943,COMPLETE,3,cmd_1007986513230692944,2022-01-19T20:06:08.124212,2021-12-17T12:18:32.253000,2022-01-19T20:06:08.124000
242,B2EXG007,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:08.885Z,Unavailable,"[{'if': 'eth0', 'mac': 'f0:b5:d1:0c:da:0c', 'family': 'ipv4', 'address': '192.168.0.124'}, {'if': 'eth0', 'mac': 'f0:b5:d1:0c:da:0c', 'family': 'ipv6', 'address': 'fe80::f2b5:d1ff:fe0c:da0c%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:01.189Z,2022-01-26T17:41:08.888Z,scg_1007986514266686033,COMPLETE,3,cmd_1007986514266686034,2022-01-19T20:05:32.076062,2021-12-17T12:18:32.506000,2022-01-19T20:05:32.075000
243,B2EXG009,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:16.155Z,Unavailable,"[{'if': 'eth0', 'mac': '00:35:ff:ad:f1:0e', 'family': 'ipv4', 'address': '192.168.0.216'}, {'if': 'eth0', 'mac': '00:35:ff:ad:f1:0e', 'family': 'ipv6', 'address': 'fe80::235:ffff:fead:f10e%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:40.623Z,2022-01-26T17:41:16.170Z,scg_1007986515369787987,COMPLETE,3,cmd_1007986515369787988,2022-01-18T17:39:16.062913,2021-12-17T12:18:32.810000,2022-01-18T17:39:16.062000
244,B2EXG014,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:17.279Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:7b:40:4a', 'family': 'ipv4', 'address': '192.168.0.130'}, {'if': 'eth0', 'mac': '88:3f:4a:7b:40:4a', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe7b:404a%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:28:15.794Z,2022-01-26T17:41:17.282Z,scg_1020033164854166009,COMPLETE,4,cmd_1020033164854166010,2022-01-19T18:09:04.740289,2022-01-19T18:07:38.025000,2022-01-19T18:09:04.739000
245,B2EXG015,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:29.210Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6b:ce:dc', 'family': 'ipv4', 'address': '192.168.0.55'}, {'if': 'eth0', 'mac': '88:3f:4a:6b:ce:dc', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6b:cedc%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:28:02.088Z,2022-01-26T17:40:29.218Z,scg_1019978826358194457,COMPLETE,4,cmd_1019978826358194458,2022-01-19T14:33:02.427635,2022-01-19T14:31:43.442000,2022-01-19T14:33:02.428000
246,B2EXG017,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:35.071Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6a:95:0c', 'family': 'ipv4', 'address': '192.168.0.9'}, {'if': 'eth0', 'mac': '88:3f:4a:6a:95:0c', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6a:950c%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:49.193Z,2022-01-26T17:40:35.072Z,scg_1007986518897197657,COMPLETE,4,cmd_1007986518897197658,2021-12-17T12:19:46.688287,2021-12-17T12:18:33.618000,2021-12-17T12:19:46.688000
247,B2EXG018,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:32.291Z,Unavailable,"[{'if': 'eth0', 'mac': '38:81:d7:ca:06:7c', 'family': 'ipv4', 'address': '192.168.0.90'}, {'if': 'eth0', 'mac': '38:81:d7:ca:06:7c', 'family': 'ipv6', 'address': 'fe80::3a81:d7ff:feca:67c%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:42.176Z,2022-01-26T17:40:32.296Z,scg_1007986519979328091,COMPLETE,3,cmd_1007986519979328092,2022-01-19T20:07:25.204275,2021-12-17T12:18:33.863000,2022-01-19T20:07:25.205000
248,B2EXG019,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:30.604Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:7b:40:02', 'family': 'ipv4', 'address': '192.168.0.66'}, {'if': 'eth0', 'mac': '88:3f:4a:7b:40:02', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe7b:4002%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:20.547Z,2022-01-26T17:40:30.612Z,scg_1007986520964989533,COMPLETE,7,cmd_1007986520964989534,2021-12-17T12:19:43.875273,2021-12-17T12:18:34.101000,2021-12-17T12:19:43.874000
249,B2EXG021,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:03.469Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6f:d2:e4', 'family': 'ipv4', 'address': '192.168.0.247'}, {'if': 'eth0', 'mac': '88:3f:4a:6f:d2:e4', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6f:d2e4%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:12.285Z,2022-01-26T17:41:03.473Z,scg_1007986522126811743,COMPLETE,3,cmd_1007986522126811744,2022-01-18T17:37:44.029039,2021-12-17T12:18:34.475000,2022-01-18T17:37:44.029000
250,B2EXG022,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:28:06.448Z,2021-12-17T12:18:34.858Z,scg_1007986524190409313,COMMAND_IN_FLIGHT,3,cmd_1007986524190409314,,2021-12-17T12:18:34.863000,2021-12-17T12:18:34.868000
251,B2EXG024,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:15.450Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6e:34:cc', 'family': 'ipv4', 'address': '192.168.0.29'}, {'if': 'eth0', 'mac': '88:3f:4a:6e:34:cc', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6e:34cc%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:50.620Z,2022-01-26T17:41:15.454Z,scg_1007986525218013796,COMPLETE,4,cmd_1007986525218013797,2021-12-17T12:20:08.123581,2021-12-17T12:18:35.116000,2021-12-17T12:20:08.130000
252,B2EXG026,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:35.277Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:4b:fd:8a', 'family': 'ipv4', 'address': '192.168.0.135'}, {'if': 'eth0', 'mac': '88:3f:4a:4b:fd:8a', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe4b:fd8a%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:15.194Z,2022-01-26T17:40:35.282Z,scg_1007986526249812582,COMPLETE,4,cmd_1007986526249812583,2021-12-17T12:19:50.493710,2021-12-17T12:18:35.366000,2021-12-17T12:19:50.492000
253,B2EXG028,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:28.761Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6c:63:d2', 'family': 'ipv4', 'address': '192.168.0.197'}, {'if': 'eth0', 'mac': '88:3f:4a:6c:63:d2', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6c:63d2%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:11.167Z,2022-01-26T17:40:28.670Z,scg_1020417139409945122,COMPLETE,4,cmd_1020417139409945123,2022-01-20T19:34:45.770453,2022-01-20T19:33:25.382000,2022-01-20T19:34:45.760000
254,B2EXG030,,org_940597231667381009,,,ob1,openarea,oa1,False,error,2022-01-26T17:35:29.068Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6f:d2:c4', 'family': 'ipv4', 'address': '192.168.0.215'}, {'if': 'eth0', 'mac': '88:3f:4a:6f:d2:c4', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6f:d2c4%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:16.131Z,2022-01-26T17:41:00.123Z,scg_1020346515891159961,COMPLETE,4,cmd_1020346515891159962,2022-01-20T14:59:24.345355,2022-01-20T14:52:47.075000,2022-01-20T14:59:24.334000
255,B2EXG031,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:21.952Z,Unavailable,"[{'if': 'eth0', 'mac': '34:03:de:fa:a8:ce', 'family': 'ipv4', 'address': '192.168.0.113'}, {'if': 'eth0', 'mac': '34:03:de:fa:a8:ce', 'family': 'ipv6', 'address': 'fe80::3603:deff:fefa:a8ce%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:28:14.239Z,2022-01-26T17:41:21.959Z,scg_1007986529638810220,COMPLETE,3,cmd_1007986529638810221,2022-01-18T14:20:58.884613,2021-12-17T12:18:36.167000,2022-01-18T14:20:58.887000
256,B2EXG032,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:17.652Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:7b:30:36', 'family': 'ipv4', 'address': '192.168.0.61'}, {'if': 'eth0', 'mac': '88:3f:4a:7b:30:36', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe7b:3036%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:16.901Z,2022-01-26T17:41:17.666Z,scg_1020356050383012276,COMPLETE,4,cmd_1020356050383012277,2022-01-20T15:32:02.323965,2022-01-20T15:30:40.502000,2022-01-20T15:32:02.322000
257,B2EXG034,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:04.914Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:76:4f:aa', 'family': 'ipv4', 'address': '192.168.0.249'}, {'if': 'eth0', 'mac': '88:3f:4a:76:4f:aa', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe76:4faa%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:20.961Z,2022-01-26T17:41:04.914Z,scg_1020081160547468199,COMPLETE,5,cmd_1020081160547468200,2022-01-19T21:19:26.001570,2022-01-19T21:18:21.338000,2022-01-19T21:19:26.001000
258,B2EXG037,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:09.124Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:70:38:4c', 'family': 'ipv4', 'address': '192.168.0.212'}, {'if': 'eth0', 'mac': '88:3f:4a:70:38:4c', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe70:384c%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:32.566Z,2022-01-26T17:41:09.133Z,scg_1007986532675486322,COMPLETE,3,cmd_1007986532675486323,2022-01-19T20:08:26.638955,2021-12-17T12:18:36.903000,2022-01-19T20:08:26.639000
259,B2EXG038,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:13.172Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:7b:23:6a', 'family': 'ipv4', 'address': '192.168.0.151'}, {'if': 'eth0', 'mac': '88:3f:4a:7b:23:6a', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe7b:236a%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:32.763Z,2022-01-26T17:41:13.182Z,scg_1007986533937971828,COMPLETE,3,cmd_1007986533937971829,2022-01-19T19:57:21.749281,2021-12-17T12:18:37.200000,2022-01-19T19:57:21.750000
260,B2EXG042,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:24.575Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:7a:d6:b8', 'family': 'ipv4', 'address': '192.168.0.174'}, {'if': 'eth0', 'mac': '88:3f:4a:7a:d6:b8', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe7a:d6b8%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:28:02.929Z,2022-01-26T17:41:24.636Z,scg_1020033164854166017,COMPLETE,4,cmd_1020033164854166018,2022-01-19T18:09:06.363328,2022-01-19T18:07:38.423000,2022-01-19T18:09:06.361000
261,B2EXG043,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:56.442Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:4c:ce:9c', 'family': 'ipv4', 'address': '192.168.0.46'}, {'if': 'eth0', 'mac': '88:3f:4a:4c:ce:9c', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe4c:ce9c%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:03.917Z,2022-01-26T17:40:56.448Z,scg_1007986536089649784,COMPLETE,3,cmd_1007986536089649785,2022-01-19T20:05:26.423692,2021-12-17T12:18:37.710000,2022-01-19T20:05:26.424000
262,B2EXG048,,org_940597231667381009,,,ob1,openarea,oa1,False,unconfigured,,Unavailable,,,2021-11-30T18:27:34.167Z,2022-01-25T17:23:15.756Z,scg_1001918789354259331,COMMAND_IN_FLIGHT,1,cmd_1001918789354259332,,2021-11-30T18:27:34.184000,2021-11-30T18:27:34.213000
263,B2EXG049,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:11.101Z,Unavailable,"[{'if': 'eth0', 'mac': 'f0:b5:d1:10:a2:08', 'family': 'ipv4', 'address': '192.168.0.64'}, {'if': 'eth0', 'mac': 'f0:b5:d1:10:a2:08', 'family': 'ipv6', 'address': 'fe80::f2b5:d1ff:fe10:a208%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:53.460Z,2022-01-26T17:41:11.105Z,scg_1007986537201140346,COMPLETE,4,cmd_1007986537201140347,2021-12-17T12:20:27.614299,2021-12-17T12:18:37.993000,2021-12-17T12:20:27.614000
264,B2EXG050,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:02.393Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:4b:c5:e4', 'family': 'ipv4', 'address': '192.168.0.171'}, {'if': 'eth0', 'mac': '88:3f:4a:4b:c5:e4', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe4b:c5e4%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:53.989Z,2022-01-26T17:41:02.403Z,scg_1007986538375545468,COMPLETE,3,cmd_1007986538375545469,2022-01-19T19:57:59.280454,2021-12-17T12:18:38.260000,2022-01-19T19:57:59.280000
265,B2EXG052,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:50.540Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:7a:d6:c2', 'family': 'ipv4', 'address': '192.168.0.184'}, {'if': 'eth0', 'mac': '88:3f:4a:7a:d6:c2', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe7a:d6c2%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:52.891Z,2022-01-26T17:40:50.543Z,scg_1020081160547468205,COMPLETE,5,cmd_1020081160547468206,2022-01-19T21:19:25.156249,2022-01-19T21:18:21.740000,2022-01-19T21:19:25.154000
266,B2EXG060,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:32.836Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:4d:28:3a', 'family': 'ipv4', 'address': '192.168.0.213'}, {'if': 'eth0', 'mac': '88:3f:4a:4d:28:3a', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe4d:283a%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:02.730Z,2022-01-26T17:40:32.840Z,scg_1020428632893424076,COMPLETE,4,cmd_1020428632893424077,2022-01-20T20:20:42.438686,2022-01-20T20:19:05.583000,2022-01-20T20:20:42.445000
267,B2EXG062,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:36.620Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:b3:44:c4', 'family': 'ipv4', 'address': '192.168.0.241'}, {'if': 'eth0', 'mac': '88:3f:4a:b3:44:c4', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:feb3:44c4%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:27:17.251Z,2022-01-26T17:40:36.628Z,scg_1019988303639741278,COMPLETE,4,cmd_1019988303639741279,2022-01-19T15:11:12.486896,2022-01-19T15:09:23.672000,2022-01-19T15:11:12.487000
268,B2EXH006,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:02.764Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:7b:23:0e', 'family': 'ipv4', 'address': '192.168.0.65'}, {'if': 'eth0', 'mac': '88:3f:4a:7b:23:0e', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe7b:230e%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:01.429Z,2022-01-26T17:41:02.765Z,scg_1007986543102526084,COMPLETE,5,cmd_1007986543102526085,2021-12-17T12:20:36.232922,2021-12-17T12:18:39.380000,2021-12-17T12:20:36.240000
269,B2EXP001,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:15.950Z,Unavailable,"[{'if': 'eth0', 'mac': '00:35:ff:ae:44:02', 'family': 'ipv4', 'address': '192.168.0.184'}, {'if': 'eth0', 'mac': '00:35:ff:ae:44:02', 'family': 'ipv6', 'address': 'fe80::235:ffff:feae:4402%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:03.285Z,2022-01-26T17:41:15.955Z,scg_1019978826358194455,COMPLETE,4,cmd_1019978826358194456,2022-01-19T14:33:20.234097,2022-01-19T14:31:43.411000,2022-01-19T14:33:20.236000
270,B2EXP007,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:07.139Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6d:b3:d6', 'family': 'ipv4', 'address': '192.168.0.136'}, {'if': 'eth0', 'mac': '88:3f:4a:6d:b3:d6', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6d:b3d6%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:38.472Z,2022-01-26T17:41:07.151Z,scg_1007986545300341384,COMPLETE,3,cmd_1007986545300341385,2021-12-17T12:20:27.412770,2021-12-17T12:18:39.904000,2021-12-17T12:20:27.420000
271,B2EXP008,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:00.389Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:75:ff:98', 'family': 'ipv4', 'address': '192.168.0.90'}, {'if': 'eth0', 'mac': '88:3f:4a:75:ff:98', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe75:ff98%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:49.973Z,2022-01-26T17:41:00.389Z,scg_1007986546353111690,COMPLETE,3,cmd_1007986546353111691,2021-12-17T12:20:27.973687,2021-12-17T12:18:40.170000,2021-12-17T12:20:27.965000
272,B2EXP012,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:52.017Z,Unavailable,"[{'if': 'eth0', 'mac': '38:81:d7:c7:4b:2e', 'family': 'ipv4', 'address': '192.168.0.225'}, {'if': 'eth0', 'mac': '38:81:d7:c7:4b:2e', 'family': 'ipv6', 'address': 'fe80::3a81:d7ff:fec7:4b2e%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:09.528Z,2022-01-26T17:40:52.021Z,scg_1007986547460407948,COMPLETE,4,cmd_1007986547460407949,2021-12-17T12:20:32.917444,2021-12-17T12:18:40.418000,2021-12-17T12:20:32.915000
273,B2EXP013,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:18.391Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6b:77:b0', 'family': 'ipv4', 'address': '192.168.0.227'}, {'if': 'eth0', 'mac': '88:3f:4a:6b:77:b0', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6b:77b0%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:20.109Z,2022-01-26T17:41:18.403Z,scg_1007986548559315598,COMPLETE,3,cmd_1007986548559315599,2022-01-18T17:37:30.462225,2021-12-17T12:18:40.674000,2022-01-18T17:37:30.466000
274,B2EXP015,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:15.754Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:ad:ba:ac', 'family': 'ipv4', 'address': '192.168.0.134'}, {'if': 'eth0', 'mac': '88:3f:4a:ad:ba:ac', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fead:baac%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:19.552Z,2022-01-26T17:41:15.757Z,scg_1007986549528199824,COMPLETE,4,cmd_1007986549528199825,2022-01-18T17:39:02.777575,2021-12-17T12:18:40.912000,2022-01-18T17:39:02.782000
275,B2EXP020,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:14.387Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:6d:b3:f6', 'family': 'ipv4', 'address': '192.168.0.163'}, {'if': 'eth0', 'mac': '88:3f:4a:6d:b3:f6', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:fe6d:b3f6%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:21.152Z,2022-01-26T17:41:14.395Z,scg_1020376184766071577,COMPLETE,4,cmd_1020376184766071578,2022-01-20T16:52:02.380018,2022-01-20T16:50:40.623000,2022-01-20T16:52:02.380000
276,B2EYE001,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:47.692Z,Unavailable,"[{'if': 'eth0', 'mac': 'f0:b5:d1:1c:ce:4e', 'family': 'ipv4', 'address': '192.168.0.31'}, {'if': 'eth0', 'mac': 'f0:b5:d1:1c:ce:4e', 'family': 'ipv6', 'address': 'fe80::f2b5:d1ff:fe1c:ce4e%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:27:47.082Z,2022-01-26T17:40:47.698Z,scg_1007986551801512597,COMPLETE,3,cmd_1007986551801512598,2022-01-19T20:06:43.162161,2021-12-17T12:18:41.451000,2022-01-19T20:06:43.171000
277,B2EYE004,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:10.192Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:b1:4e:16', 'family': 'ipv4', 'address': '192.168.0.74'}, {'if': 'eth0', 'mac': '88:3f:4a:b1:4e:16', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:feb1:4e16%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:28:10.962Z,2022-01-26T17:41:10.195Z,scg_1020033164854166029,COMPLETE,4,cmd_1020033164854166030,2022-01-19T18:09:05.986539,2022-01-19T18:07:38.765000,2022-01-19T18:09:05.985000
278,B2EYE005,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:30.236Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:b1:1b:b2', 'family': 'ipv4', 'address': '192.168.0.245'}, {'if': 'eth0', 'mac': '88:3f:4a:b1:1b:b2', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:feb1:1bb2%eth0'}]",10323-e29be37-stable-benson-oa-chrony-oa-release,2021-11-30T18:28:11.395Z,2022-01-26T17:40:30.245Z,scg_1020033164854166039,COMPLETE,4,cmd_1020033164854166040,2022-01-19T18:09:07.407643,2022-01-19T18:07:39.110000,2022-01-19T18:09:07.407000
279,B2EYE010,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:40:57.533Z,Unavailable,"[{'if': 'eth0', 'mac': 'f0:b5:d1:14:1a:20', 'family': 'ipv4', 'address': '192.168.0.24'}, {'if': 'eth0', 'mac': 'f0:b5:d1:14:1a:20', 'family': 'ipv6', 'address': 'fe80::f2b5:d1ff:fe14:1a20%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:08.815Z,2022-01-26T17:40:57.536Z,scg_1007986555173733019,COMPLETE,3,cmd_1007986555173733020,2022-01-19T20:03:22.683794,2021-12-17T12:18:42.255000,2022-01-19T20:03:22.680000
280,B2EYE011,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:12.285Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:b4:f4:c0', 'family': 'ipv4', 'address': '192.168.0.218'}, {'if': 'eth0', 'mac': '88:3f:4a:b4:f4:c0', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:feb4:f4c0%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:10.625Z,2022-01-26T17:41:12.291Z,scg_1007986556163588765,COMPLETE,6,cmd_1007986556163588766,2021-12-17T12:20:24.755324,2021-12-17T12:18:42.493000,2021-12-17T12:20:24.754000
281,B2EYE015,,org_940597231667381009,,,ob1,openarea,oa1,False,online,2022-01-26T17:41:11.203Z,Unavailable,"[{'if': 'eth0', 'mac': '88:3f:4a:b2:d4:7a', 'family': 'ipv4', 'address': '192.168.0.176'}, {'if': 'eth0', 'mac': '88:3f:4a:b2:d4:7a', 'family': 'ipv6', 'address': 'fe80::8a3f:4aff:feb2:d47a%eth0'}]",10176-babc749-stable-benson-oa-oa-release,2021-11-30T18:28:11.728Z,2022-01-26T17:41:11.207Z,scg_1020390911760138629,COMPLETE,4,cmd_1020390911760138630,2022-01-20T17:51:01.522578,2022-01-20T17:49:11.622000,2022-01-20T17:51:01.524000
